Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2023-03-01 00:00:00-05:00;11.791.999.816.894.500;1.182.249.984.741.210;11.591.000.366.210.900;11.719.999.694.824.200;1314500;00.00;00.00
2023-03-02 00:00:00-05:00;11.505.999.755.859.300;11.901.000.213.623.000;11.463.999.938.964.800;1.184.800.033.569.330;870000;00.00;00.00
2023-03-03 00:00:00-05:00;1.195.999.984.741.210;1.239.000.015.258.780;11.954.000.091.552.700;12.373.999.786.376.900;1779500;00.00;00.00
2023-03-06 00:00:00-05:00;12.404.000.091.552.700;12.832.000.732.421.800;12.404.000.091.552.700;12.637.999.725.341.700;2092500;00.00;00.00
2023-03-07 00:00:00-05:00;12.711.000.061.035.100;12.960.000.610.351.500;12.506.999.969.482.400;12.633.000.183.105.400;2110300;00.00;00.00
2023-03-08 00:00:00-05:00;126.00.00;12.763.999.938.964.800;12.474.500.274.658.200;12.698.999.786.376.900;1272700;00.00;00.00
2023-03-09 00:00:00-05:00;127.00.00;1.313.260.040.283.200;1.235.999.984.741.210;12.393.000.030.517.500;2346000;00.00;00.00
2023-03-10 00:00:00-05:00;12.368.000.030.517.500;12.369.999.694.824.200;11.980.999.755.859.300;12.166.000.366.210.900;1571000;00.00;00.00
2023-03-13 00:00:00-04:00;12.019.999.694.824.200;12.505.000.305.175.700;11.854.499.816.894.500;12.338.999.938.964.800;1569400;00.00;00.00
2023-03-14 00:00:00-04:00;12.512.000.274.658.200;12.758.000.183.105.400;12.444.000.244.140.600;12.554.000.091.552.700;1638800;00.00;00.00
2023-03-15 00:00:00-04:00;12.341.000.366.210.900;12.587.999.725.341.700;12.147.000.122.070.300;1.256.500.015.258.780;1653500;00.00;00.00
2023-03-16 00:00:00-04:00;12.566.000.366.210.900;1.300.800.018.310.540;12.423.500.061.035.100;1.292.100.067.138.670;1407200;00.00;00.00
2023-03-17 00:00:00-04:00;128.75;12.969.000.244.140.600;12.623.500.061.035.100;12.708.999.633.789.000;1665300;00.00;00.00
2023-03-20 00:00:00-04:00;12.533.999.633.789.000;12.744.999.694.824.200;12.456.999.969.482.400;12.641.000.366.210.900;1525900;00.00;00.00
2023-03-21 00:00:00-04:00;127.05.00;1.296.199.951.171.870;12.671.499.633.789.000;12.880.999.755.859.300;1475000;00.00;00.00
2023-03-22 00:00:00-04:00;13.227.999.877.929.600;13.330.999.755.859.300;1.279.020.004.272.460;1.281.999.969.482.420;1793800;00.00;00.00
2023-03-23 00:00:00-04:00;129.00.00;1.335.050.048.828.120;12.877.999.877.929.600;1.310.500.030.517.570;1146200;00.00;00.00
2023-03-24 00:00:00-04:00;13.019.000.244.140.600;13.055.999.755.859.300;12.712.999.725.341.700;1.283.000.030.517.570;1452000;00.00;00.00
2023-03-27 00:00:00-04:00;128.75;13.177.000.427.246.000;1.283.800.048.828.120;12.947.999.572.753.900;1670200;00.00;00.00
2023-03-28 00:00:00-04:00;1.286.300.048.828.120;12.894.500.732.421.800;12.683.000.183.105.400;1.281.199.951.171.870;1148700;00.00;00.00
2023-03-29 00:00:00-04:00;12.958.999.633.789.000;130.25.00;12.857.000.732.421.800;1.298.699.951.171.870;803600;00.00;00.00
2023-03-30 00:00:00-04:00;13.089.999.389.648.400;1.316.199.951.171.870;12.986.000.061.035.100;1.308.300.018.310.540;842300;00.00;00.00
2023-03-31 00:00:00-04:00;13.097.000.122.070.300;13.436.000.061.035.100;13.052.000.427.246.000;1.336.199.951.171.870;1572400;00.00;00.00
2023-04-03 00:00:00-04:00;1.323.699.951.171.870;13.672.500.610.351.500;13.177.000.427.246.000;13.644.000.244.140.600;1265900;00.00;00.00
2023-04-04 00:00:00-04:00;13.599.000.549.316.400;13.666.000.366.210.900;13.367.999.267.578.100;1.348.800.048.828.120;1000200;00.00;00.00
2023-04-05 00:00:00-04:00;13.399.000.549.316.400;13.422.999.572.753.900;1.303.000.030.517.570;131.25.00;1046800;00.00;00.00
2023-04-06 00:00:00-04:00;1.300.800.018.310.540;1.332.899.932.861.320;12.907.000.732.421.800;13.247.999.572.753.900;778800;00.00;00.00
2023-04-10 00:00:00-04:00;13.008.999.633.789.000;13.274.000.549.316.400;1.290.500.030.517.570;132.25.00;782400;00.00;00.00
2023-04-11 00:00:00-04:00;13.336.000.061.035.100;13.488.999.938.964.800;13.086.000.061.035.100;13.127.999.877.929.600;912100;00.00;00.00
2023-04-12 00:00:00-04:00;13.308.999.633.789.000;13.428.500.366.210.900;13.044.000.244.140.600;1.309.199.981.689.450;1117000;00.00;00.00
2023-04-13 00:00:00-04:00;13.239.999.389.648.400;1.351.300.048.828.120;1.322.100.067.138.670;1.349.600.067.138.670;1120600;00.00;00.00
2023-04-14 00:00:00-04:00;13.402.999.877.929.600;13.582.000.732.421.800;13.277.000.427.246.000;13.474.000.549.316.400;978800;00.00;00.00
2023-04-17 00:00:00-04:00;13.407.000.732.421.800;134.375;1.314.600.067.138.670;13.377.999.877.929.600;1076700;00.00;00.00
2023-04-18 00:00:00-04:00;13.616.000.366.210.900;13.628.799.438.476.500;13.356.500.244.140.600;13.457.000.732.421.800;1052200;00.00;00.00
2023-04-19 00:00:00-04:00;13.261.000.061.035.100;1.353.800.048.828.120;13.172.999.572.753.900;13.355.999.755.859.300;1015200;00.00;00.00
2023-04-20 00:00:00-04:00;13.224.000.549.316.400;13.477.000.427.246.000;13.224.000.549.316.400;1.333.300.018.310.540;778400;00.00;00.00
2023-04-21 00:00:00-04:00;1.341.199.951.171.870;1.341.199.951.171.870;13.155.999.755.859.300;13.375.999.450.683.500;1362000;00.00;00.00
2023-04-24 00:00:00-04:00;13.310.000.610.351.500;134.218.994.140.625;1.302.050.018.310.540;1.314.499.969.482.420;2942300;00.00;00.00
2023-04-25 00:00:00-04:00;140.05.00;1.458.800.048.828.120;1.367.100.067.138.670;1.381.999.969.482.420;8215900;00.00;00.00
2023-04-26 00:00:00-04:00;13.852.999.877.929.600;14.008.999.633.789.000;13.302.999.877.929.600;1.331.199.951.171.870;2519200;00.00;00.00
2023-04-27 00:00:00-04:00;1.339.600.067.138.670;1.340.749.969.482.420;13.089.999.389.648.400;1.321.699.981.689.450;1991400;00.00;00.00
2023-04-28 00:00:00-04:00;1.310.399.932.861.320;13.360.000.610.351.500;1.286.699.981.689.450;13.360.000.610.351.500;1643900;00.00;00.00
2023-05-01 00:00:00-04:00;134.00.00;138.05.00;1.338.800.048.828.120;13.842.999.267.578.100;1530800;00.00;00.00
2023-05-02 00:00:00-04:00;13.802.000.427.246.000;13.816.000.366.210.900;1.350.399.932.861.320;13.638.999.938.964.800;1389900;00.00;00.00
2023-05-03 00:00:00-04:00;13.591.000.366.210.900;14.099.000.549.316.400;13.591.000.366.210.900;13.805.999.755.859.300;1670100;00.00;00.00
2023-05-04 00:00:00-04:00;13.747.999.572.753.900;1.409.499.969.482.420;13.658.999.633.789.000;14.047.999.572.753.900;1607900;00.00;00.00
2023-05-05 00:00:00-04:00;14.132.000.732.421.800;14.238.999.938.964.800;1.392.899.932.861.320;141.75;1234200;00.00;00.00
2023-05-08 00:00:00-04:00;1.419.600.067.138.670;146.00.00;1.419.600.067.138.670;14.452.999.877.929.600;1851000;00.00;00.00
2023-05-09 00:00:00-04:00;1.435.800.018.310.540;14.483.999.633.789.000;1.429.199.981.689.450;1.436.999.969.482.420;1373900;00.00;00.00
2023-05-10 00:00:00-04:00;145.00.00;14.799.000.549.316.400;14.357.000.732.421.800;14.774.000.549.316.400;1715000;00.00;00.00
2023-05-11 00:00:00-04:00;14.816.000.366.210.900;1.496.199.951.171.870;14.661.700.439.453.100;14.705.999.755.859.300;1319500;00.00;00.00
2023-05-12 00:00:00-04:00;1.466.999.969.482.420;1.470.800.018.310.540;1.411.199.951.171.870;14.252.999.877.929.600;1687000;00.00;00.00
2023-05-15 00:00:00-04:00;1.418.699.951.171.870;1.443.000.030.517.570;14.110.000.610.351.500;14.422.000.122.070.300;1502500;00.00;00.00
2023-05-16 00:00:00-04:00;14.422.000.122.070.300;14.683.999.633.789.000;1.430.399.932.861.320;14.632.000.732.421.800;1354500;00.00;00.00
2023-05-17 00:00:00-04:00;1.467.899.932.861.320;1.475.500.030.517.570;1.454.499.969.482.420;146.00.00;1226200;00.00;00.00
2023-05-18 00:00:00-04:00;1.454.600.067.138.670;15.207.000.732.421.800;14.475.999.450.683.500;15.147.999.572.753.900;1667100;00.00;00.00
2023-05-19 00:00:00-04:00;1.512.100.067.138.670;1.523.000.030.517.570;1.484.499.969.482.420;14.942.999.267.578.100;1221500;00.00;00.00
2023-05-22 00:00:00-04:00;14.864.999.389.648.400;15.082.000.732.421.800;1.482.100.067.138.670;14.860.000.610.351.500;973200;00.00;00.00
2023-05-23 00:00:00-04:00;14.816.000.366.210.900;15.116.000.366.210.900;14.747.999.572.753.900;1.476.699.981.689.450;1445600;00.00;00.00
2023-05-24 00:00:00-04:00;1.456.999.969.482.420;14.853.500.366.210.900;14.480.999.755.859.300;1.470.399.932.861.320;1085500;00.00;00.00
2023-05-25 00:00:00-04:00;14.935.000.610.351.500;14.985.000.610.351.500;1.475.399.932.861.320;14.764.999.389.648.400;1107400;00.00;00.00
2023-05-26 00:00:00-04:00;148.00.00;15.100.999.450.683.500;14.682.000.732.421.800;15.030.999.755.859.300;1009900;00.00;00.00
2023-05-30 00:00:00-04:00;15.185.000.610.351.500;15.185.000.610.351.500;14.457.000.732.421.800;14.800.999.450.683.500;2294300;00.00;00.00
2023-05-31 00:00:00-04:00;1.460.800.018.310.540;1.499.499.969.482.420;14.539.999.389.648.400;14.889.999.389.648.400;1092100;00.00;00.00
2023-06-01 00:00:00-04:00;1.501.999.969.482.420;15.460.000.610.351.500;14.907.000.732.421.800;1.539.199.981.689.450;1121200;00.00;00.00
2023-06-02 00:00:00-04:00;1.543.000.030.517.570;155.00.00;14.877.000.427.246.000;15.174.000.549.316.400;1163900;00.00;00.00
2023-06-05 00:00:00-04:00;15.110.000.610.351.500;1.571.300.048.828.120;150.25.00;15.633.999.633.789.000;1837600;00.00;00.00
2023-06-06 00:00:00-04:00;15.410.000.610.351.500;1.548.699.951.171.870;15.246.499.633.789.000;15.302.999.877.929.600;1127700;00.00;00.00
2023-06-07 00:00:00-04:00;153.00.00;15.567.999.267.578.100;1.475.399.932.861.320;14.830.999.755.859.300;1558000;00.00;00.00
2023-06-08 00:00:00-04:00;15.027.000.427.246.000;15.169.000.244.140.600;14.847.000.122.070.300;14.947.000.122.070.300;1218800;00.00;00.00
2023-06-09 00:00:00-04:00;149.05.00;15.172.999.572.753.900;14.836.000.061.035.100;15.047.999.572.753.900;2033100;00.00;00.00
2023-06-12 00:00:00-04:00;15.088.999.938.964.800;1.513.699.951.171.870;1.491.199.951.171.870;15.060.000.610.351.500;1521500;00.00;00.00
2023-06-13 00:00:00-04:00;15.152.999.877.929.600;15.274.000.549.316.400;1.493.699.951.171.870;1.515.399.932.861.320;1917600;00.00;00.00
2023-06-14 00:00:00-04:00;1.519.600.067.138.670;1.530.800.018.310.540;14.926.499.938.964.800;15.164.999.389.648.400;1750700;00.00;00.00
2023-06-15 00:00:00-04:00;1.500.800.018.310.540;15.224.000.549.316.400;1.481.999.969.482.420;15.217.999.267.578.100;1374500;00.00;00.00
2023-06-16 00:00:00-04:00;15.330.999.755.859.300;1.606.300.048.828.120;1.531.999.969.482.420;15.999.000.549.316.400;3532900;00.00;00.00
2023-06-20 00:00:00-04:00;1.561.999.969.482.420;15.877.999.877.929.600;15.482.000.732.421.800;15.682.000.732.421.800;1585600;00.00;00.00
2023-06-21 00:00:00-04:00;1.593.000.030.517.570;1.608.000.030.517.570;1.528.000.030.517.570;15.592.999.267.578.100;2620500;00.00;00.00
2023-06-22 00:00:00-04:00;1.544.499.969.482.420;1.591.699.981.689.450;153.05.00;15.908.999.633.789.000;1280500;00.00;00.00
2023-06-23 00:00:00-04:00;1.570.500.030.517.570;15.830.999.755.859.300;15.464.999.389.648.400;15.749.000.549.316.400;1263800;00.00;00.00
2023-06-26 00:00:00-04:00;15.641.000.366.210.900;1.582.100.067.138.670;1.527.100.067.138.670;15.377.999.877.929.600;1720200;00.00;00.00
2023-06-27 00:00:00-04:00;15.613.999.938.964.800;159.75;15.557.000.732.421.800;1.586.199.951.171.870;1041900;00.00;00.00
2023-06-28 00:00:00-04:00;15.832.000.732.421.800;16.166.000.366.210.900;15.747.999.572.753.900;16.057.000.732.421.800;805600;00.00;00.00
2023-06-29 00:00:00-04:00;16.052.999.877.929.600;16.121.499.633.789.000;15.888.999.938.964.800;15.925.999.450.683.500;924800;00.00;00.00
2023-06-30 00:00:00-04:00;16.010.000.610.351.500;16.130.999.755.859.300;15.905.499.267.578.100;1.605.500.030.517.570;1357600;00.00;00.00
2023-07-03 00:00:00-04:00;16.085.000.610.351.500;1.623.699.951.171.870;1.598.000.030.517.570;16.055.999.755.859.300;550300;00.00;00.00
2023-07-05 00:00:00-04:00;16.069.000.244.140.600;1.612.100.067.138.670;1.582.899.932.861.320;16.072.999.572.753.900;732000;00.00;00.00
2023-07-06 00:00:00-04:00;15.877.999.877.929.600;1.590.800.018.310.540;1.553.699.951.171.870;1.566.199.951.171.870;1021700;00.00;00.00
2023-07-07 00:00:00-04:00;15.652.000.427.246.000;15.863.999.938.964.800;15.605.999.755.859.300;15.697.000.122.070.300;800800;00.00;00.00
2023-07-10 00:00:00-04:00;15.602.999.877.929.600;15.928.500.366.210.900;1.553.719.940.185.540;15.738.999.938.964.800;846700;00.00;00.00
2023-07-11 00:00:00-04:00;15.733.999.633.789.000;16.177.000.427.246.000;15.666.000.366.210.900;1.605.800.018.310.540;1160600;00.00;00.00
2023-07-12 00:00:00-04:00;162.00.00;1.661.199.951.171.870;161.375;1.657.899.932.861.320;1540500;00.00;00.00
2023-07-13 00:00:00-04:00;167.00.00;17.311.000.061.035.100;16.450.999.450.683.500;17.110.000.610.351.500;2410800;00.00;00.00
2023-07-14 00:00:00-04:00;1.761.999.969.482.420;17.924.000.549.316.400;1.709.199.981.689.450;17.202.999.877.929.600;3640400;00.00;00.00
2023-07-17 00:00:00-04:00;17.177.000.427.246.000;1.794.199.981.689.450;17.077.000.427.246.000;1.791.699.981.689.450;2293000;00.00;00.00
2023-07-18 00:00:00-04:00;178.05.00;17.981.500.244.140.600;1.757.899.932.861.320;1.795.800.018.310.540;2151500;00.00;00.00
2023-07-19 00:00:00-04:00;180.00.00;182.00.00;17.805.999.755.859.300;17.983.999.633.789.000;1599500;00.00;00.00
2023-07-20 00:00:00-04:00;17.700.999.450.683.500;17.758.999.633.789.000;17.144.000.244.140.600;17.247.999.572.753.900;1918500;00.00;00.00
2023-07-21 00:00:00-04:00;17.349.000.549.316.400;17.960.000.610.351.500;17.117.999.267.578.100;1.717.100.067.138.670;2560200;00.00;00.00
2023-07-24 00:00:00-04:00;16.952.000.427.246.000;16.952.000.427.246.000;1.596.699.981.689.450;16.372.000.122.070.300;3944900;00.00;00.00
2023-07-25 00:00:00-04:00;15.010.000.610.351.500;15.264.999.389.648.400;1.391.529.998.779.290;1.403.800.048.828.120;14609900;00.00;00.00
2023-07-26 00:00:00-04:00;14.169.000.244.140.600;1.492.100.067.138.670;14.110.000.610.351.500;1.491.300.048.828.120;7091400;00.00;00.00
2023-07-27 00:00:00-04:00;15.147.000.122.070.300;1.518.000.030.517.570;14.288.499.450.683.500;14.452.000.427.246.000;5155100;00.00;00.00
2023-07-28 00:00:00-04:00;1.460.500.030.517.570;1.493.300.018.310.540;1.426.300.048.828.120;14.860.000.610.351.500;2965600;00.00;00.00
2023-07-31 00:00:00-04:00;1.496.999.969.482.420;15.130.999.755.859.300;14.808.999.633.789.000;14.941.000.366.210.900;1873700;00.00;00.00
2023-08-01 00:00:00-04:00;14.861.000.061.035.100;1.528.000.030.517.570;1.480.500.030.517.570;15.083.999.633.789.000;1684500;00.00;00.00
2023-08-02 00:00:00-04:00;1.492.100.067.138.670;15.019.000.244.140.600;14.383.999.633.789.000;14.650.999.450.683.500;2163900;00.00;00.00
2023-08-03 00:00:00-04:00;14.457.000.732.421.800;1.474.199.981.689.450;14.374.000.549.316.400;1.454.199.981.689.450;1682100;00.00;00.00
2023-08-04 00:00:00-04:00;14.527.000.427.246.000;146.05.00;1.430.399.932.861.320;1.441.199.951.171.870;1456700;00.00;00.00
2023-08-07 00:00:00-04:00;14.510.000.610.351.500;14.510.000.610.351.500;14.110.000.610.351.500;14.199.000.549.316.400;1646200;00.00;00.00
2023-08-08 00:00:00-04:00;14.113.999.938.964.800;1.414.199.981.689.450;13.722.000.122.070.300;1.383.699.951.171.870;2483900;00.00;00.00
2023-08-09 00:00:00-04:00;13.847.000.122.070.300;14.017.999.267.578.100;1.374.199.981.689.450;13.908.999.633.789.000;1671100;00.00;00.00
2023-08-10 00:00:00-04:00;14.033.999.633.789.000;14.069.900.512.695.300;13.522.000.122.070.300;13.642.999.267.578.100;2643600;00.00;00.00
2023-08-11 00:00:00-04:00;13.638.999.938.964.800;13.919.500.732.421.800;13.589.500.427.246.000;13.867.999.267.578.100;1578500;00.00;00.00
2023-08-14 00:00:00-04:00;1.373.000.030.517.570;1.396.649.932.861.320;13.533.999.633.789.000;1.393.800.048.828.120;1942900;00.00;00.00
2023-08-15 00:00:00-04:00;1.383.800.048.828.120;1.385.800.018.310.540;13.327.000.427.246.000;13.342.999.267.578.100;2125300;00.00;00.00
2023-08-16 00:00:00-04:00;13.260.000.610.351.500;13.613.999.938.964.800;13.227.999.877.929.600;13.435.000.610.351.500;1584900;00.00;00.00
2023-08-17 00:00:00-04:00;13.435.000.610.351.500;13.485.400.390.625;13.119.000.244.140.600;13.157.000.732.421.800;1129300;00.00;00.00
2023-08-18 00:00:00-04:00;12.989.999.389.648.400;13.247.500.610.351.500;12.922.999.572.753.900;1.318.699.951.171.870;1587300;00.00;00.00
2023-08-21 00:00:00-04:00;1.319.199.981.689.450;13.297.000.122.070.300;130.00.00;13.249.000.549.316.400;1234700;00.00;00.00
2023-08-22 00:00:00-04:00;133.00.00;13.402.999.877.929.600;1.310.449.981.689.450;13.344.000.244.140.600;871000;00.00;00.00
2023-08-23 00:00:00-04:00;13.322.000.122.070.300;13.900.999.450.683.500;13.311.000.061.035.100;13.824.000.549.316.400;1629300;00.00;00.00
2023-08-24 00:00:00-04:00;13.917.999.267.578.100;14.032.000.732.421.800;13.525.999.450.683.500;13.575.999.450.683.500;1415800;00.00;00.00
2023-08-25 00:00:00-04:00;13.880.999.755.859.300;13.880.999.755.859.300;13.369.000.244.140.600;13.722.000.122.070.300;1360400;00.00;00.00
2023-08-28 00:00:00-04:00;13.888.999.938.964.800;14.214.999.389.648.400;13.825.999.450.683.500;14.125.999.450.683.500;1530400;00.00;00.00
2023-08-29 00:00:00-04:00;14.061.000.061.035.100;1.448.000.030.517.570;140.05.00;14.450.999.450.683.500;1045700;00.00;00.00
2023-08-30 00:00:00-04:00;14.463.999.938.964.800;14.960.000.610.351.500;14.439.500.427.246.000;1.494.499.969.482.420;1624600;00.00;00.00
2023-08-31 00:00:00-04:00;1.499.499.969.482.420;1.549.199.981.689.450;14.982.000.732.421.800;15.397.000.122.070.300;2305400;00.00;00.00
2023-09-01 00:00:00-04:00;15.555.999.755.859.300;15.850.999.450.683.500;1.551.999.969.482.420;15.755.999.755.859.300;1454400;00.00;00.00
2023-09-05 00:00:00-04:00;15.602.999.877.929.600;16.084.500.122.070.300;1.548.699.951.171.870;15.932.000.732.421.800;1710300;00.00;00.00
2023-09-06 00:00:00-04:00;16.189.999.389.648.400;16.364.999.389.648.400;15.905.499.267.578.100;16.047.000.122.070.300;2066500;00.00;00.00
2023-09-07 00:00:00-04:00;15.857.000.732.421.800;1.619.499.969.482.420;1.577.899.932.861.320;16.010.000.610.351.500;1892700;00.00;00.00
2023-09-08 00:00:00-04:00;1.598.300.018.310.540;16.119.000.244.140.600;15.439.999.389.648.400;15.547.000.122.070.300;1713200;00.00;00.00
2023-09-11 00:00:00-04:00;15.599.000.549.316.400;15.807.000.732.421.800;15.481.500.244.140.600;15.766.000.366.210.900;1102200;00.00;00.00
2023-09-12 00:00:00-04:00;15.664.999.389.648.400;15.827.000.427.246.000;15.402.000.427.246.000;15.464.999.389.648.400;1059700;00.00;00.00
2023-09-13 00:00:00-04:00;15.313.999.938.964.800;15.557.000.732.421.800;15.111.000.061.035.100;15.549.000.549.316.400;1249500;00.00;00.00
2023-09-14 00:00:00-04:00;1.552.899.932.861.320;1.588.000.030.517.570;15.464.999.389.648.400;15.714.999.389.648.400;1491600;00.00;00.00
2023-09-15 00:00:00-04:00;15.667.999.267.578.100;15.866.000.366.210.900;15.391.000.366.210.900;1.585.800.018.310.540;1497600;00.00;00.00
2023-09-18 00:00:00-04:00;15.736.000.061.035.100;1.601.999.969.482.420;1.555.399.932.861.320;15.924.000.549.316.400;1208800;00.00;00.00
2023-09-19 00:00:00-04:00;158.05.00;16.089.999.389.648.400;15.627.999.877.929.600;1.601.699.981.689.450;1281900;00.00;00.00
2023-09-20 00:00:00-04:00;16.302.999.877.929.600;16.774.000.549.316.400;1.607.100.067.138.670;16.077.000.427.246.000;1707400;00.00;00.00
2023-09-21 00:00:00-04:00;15.852.000.427.246.000;1.587.899.932.861.320;15.369.000.244.140.600;15.405.999.755.859.300;1610800;00.00;00.00
2023-09-22 00:00:00-04:00;1.563.800.048.828.120;1.595.500.030.517.570;15.592.999.267.578.100;15.635.000.610.351.500;1205900;00.00;00.00
2023-09-25 00:00:00-04:00;1.556.699.981.689.450;15.635.000.610.351.500;15.149.000.549.316.400;15.552.000.427.246.000;1436800;00.00;00.00
2023-09-26 00:00:00-04:00;15.402.000.427.246.000;157.00.00;15.127.999.877.929.600;15.236.000.061.035.100;1327200;00.00;00.00
2023-09-27 00:00:00-04:00;1.533.300.018.310.540;15.547.999.572.753.900;1.520.500.030.517.570;153.75;703800;00.00;00.00
2023-09-28 00:00:00-04:00;1.508.000.030.517.570;1.545.500.030.517.570;14.786.000.061.035.100;15.352.999.877.929.600;995400;00.00;00.00
2023-09-29 00:00:00-04:00;15.735.000.610.351.500;15.889.999.389.648.400;15.452.000.427.246.000;15.463.999.938.964.800;1477400;00.00;00.00
2023-10-02 00:00:00-04:00;1.552.899.932.861.320;15.961.000.061.035.100;15.469.000.244.140.600;15.811.000.061.035.100;999100;00.00;00.00
2023-10-03 00:00:00-04:00;15.744.000.244.140.600;15.955.999.755.859.300;15.232.000.732.421.800;15.450.999.450.683.500;1226200;00.00;00.00
2023-10-04 00:00:00-04:00;1.542.100.067.138.670;15.997.999.572.753.900;1.541.199.951.171.870;1.595.800.018.310.540;1433600;00.00;00.00
2023-10-05 00:00:00-04:00;15.872.999.572.753.900;15.957.000.732.421.800;1.546.199.951.171.870;15.730.999.755.859.300;1299100;00.00;00.00
2023-10-06 00:00:00-04:00;15.563.999.938.964.800;1.613.800.048.828.120;1.548.300.018.310.540;16.052.999.877.929.600;1156500;00.00;00.00
2023-10-09 00:00:00-04:00;15.583.999.633.789.000;1.578.300.018.310.540;1.531.649.932.861.320;1.564.499.969.482.420;1412000;00.00;00.00
2023-10-10 00:00:00-04:00;1.562.100.067.138.670;16.014.999.389.648.400;15.521.499.633.789.000;15.760.000.610.351.500;1601400;00.00;00.00
2023-10-11 00:00:00-04:00;1.574.199.981.689.450;15.974.000.549.316.400;15.330.999.755.859.300;15.657.000.732.421.800;1531600;00.00;00.00
2023-10-12 00:00:00-04:00;15.952.000.427.246.000;1.624.600.067.138.670;15.602.000.427.246.000;1.581.199.951.171.870;1992700;00.00;00.00
2023-10-13 00:00:00-04:00;15.686.000.061.035.100;15.769.000.244.140.600;15.289.999.389.648.400;15.355.999.755.859.300;1759000;00.00;00.00
2023-10-16 00:00:00-04:00;15.352.000.427.246.000;15.825.999.450.683.500;1.527.899.932.861.320;1.581.199.951.171.870;1396300;00.00;00.00
2023-10-17 00:00:00-04:00;1.574.499.969.482.420;15.936.000.061.035.100;15.657.000.732.421.800;1.573.300.018.310.540;1048600;00.00;00.00
2023-10-18 00:00:00-04:00;156.00.00;1.561.750.030.517.570;14.866.000.366.210.900;1.489.199.981.689.450;1736100;00.00;00.00
2023-10-19 00:00:00-04:00;15.261.000.061.035.100;15.452.999.877.929.600;14.955.999.755.859.300;14.997.000.122.070.300;1678100;00.00;00.00
2023-10-20 00:00:00-04:00;1.493.000.030.517.570;1.514.499.969.482.420;14.575.999.450.683.500;1.499.199.981.689.450;1941900;00.00;00.00
2023-10-23 00:00:00-04:00;14.605.999.755.859.300;1.558.300.018.310.540;1.457.899.932.861.320;15.461.000.061.035.100;3272700;00.00;00.00
2023-10-24 00:00:00-04:00;16.397.999.572.753.900;1.734.499.969.482.420;163.00.00;1.706.300.048.828.120;7498600;00.00;00.00
2023-10-25 00:00:00-04:00;16.994.000.244.140.600;170.05.00;1.600.500.030.517.570;16.182.000.732.421.800;4657800;00.00;00.00
2023-10-26 00:00:00-04:00;162.75;16.535.000.610.351.500;155.00.00;1.583.800.048.828.120;2981500;00.00;00.00
2023-10-27 00:00:00-04:00;15.858.999.633.789.000;16.205.999.755.859.300;15.810.000.610.351.500;15.935.000.610.351.500;1971300;00.00;00.00
2023-10-30 00:00:00-04:00;1.611.999.969.482.420;16.427.000.427.246.000;159.75;1.626.699.981.689.450;1959300;00.00;00.00
2023-10-31 00:00:00-04:00;16.302.999.877.929.600;16.557.000.732.421.800;16.138.999.938.964.800;16.475.999.450.683.500;1566400;00.00;00.00
2023-11-01 00:00:00-04:00;165.00.00;16.789.999.389.648.400;16.364.999.389.648.400;1.676.300.048.828.120;1366100;00.00;00.00
2023-11-02 00:00:00-04:00;170.05.00;171.00.00;16.724.000.549.316.400;16.730.999.755.859.300;2154900;00.00;00.00
2023-11-03 00:00:00-04:00;167.05.00;1.709.499.969.482.420;1.670.500.030.517.570;16.997.999.572.753.900;1370100;00.00;00.00
2023-11-06 00:00:00-05:00;1.695.800.018.310.540;16.969.500.732.421.800;16.558.999.633.789.000;16.724.000.549.316.400;1127200;00.00;00.00
2023-11-07 00:00:00-05:00;1.684.499.969.482.420;16.877.000.427.246.000;16.527.999.877.929.600;165.05.00;1474000;00.00;00.00
2023-11-08 00:00:00-05:00;1.658.699.951.171.870;1.703.000.030.517.570;1.648.300.018.310.540;16.997.000.122.070.300;1403300;00.00;00.00
2023-11-09 00:00:00-05:00;1.711.999.969.482.420;17.514.999.389.648.400;1.702.100.067.138.670;17.027.999.877.929.600;1451000;00.00;00.00
2023-11-10 00:00:00-05:00;16.952.000.427.246.000;1.716.699.981.689.450;16.763.999.938.964.800;17.097.999.572.753.900;977400;00.00;00.00
2023-11-13 00:00:00-05:00;170.00.00;17.322.999.572.753.900;16.902.000.427.246.000;1.711.699.981.689.450;1307500;00.00;00.00
2023-11-14 00:00:00-05:00;17.455.999.755.859.300;175.00.00;1.710.500.030.517.570;17.441.000.366.210.900;1236100;00.00;00.00
2023-11-15 00:00:00-05:00;17.442.999.267.578.100;17.664.999.389.648.400;17.367.999.267.578.100;17.375.999.450.683.500;1248100;00.00;00.00
2023-11-16 00:00:00-05:00;17.185.000.610.351.500;17.633.999.633.789.000;1.706.199.951.171.870;17.527.999.877.929.600;1301500;00.00;00.00
2023-11-17 00:00:00-05:00;17.572.000.122.070.300;17.702.000.427.246.000;1.746.699.981.689.450;1.760.500.030.517.570;1024200;00.00;00.00
2023-11-20 00:00:00-05:00;1.750.399.932.861.320;1.809.499.969.482.420;175.00.00;17.986.000.061.035.100;1317300;00.00;00.00
2023-11-21 00:00:00-05:00;1.785.399.932.861.320;18.017.999.267.578.100;17.800.999.450.683.500;17.867.999.267.578.100;1479400;00.00;00.00
2023-11-22 00:00:00-05:00;1.796.300.048.828.120;182.05.00;179.00.00;1.811.999.969.482.420;1229900;00.00;00.00
